,bedrooms,bathrooms,house_floors,kcgs_waterfront,kcgs_view,kcgs_condition,kcgs_grade,year_construction,year_renovation,zip_code,price,m2_living,m2_lot
4039,4,4,2,0,0,5,8,1985,0,98040,1300000,259,941
4040,4,3,2,0,0,3,9,1987,0,98006,982000,259,956
4041,4,3,2,0,0,4,9,1989,0,98077,665000,259,4005
4042,4,3,2,0,0,3,9,2004,0,98058,445000,259,754
4043,4,3,2,0,0,4,10,1964,0,98040,950000,259,1455
4044,4,2,1,0,2,3,7,1956,0,98166,568000,259,1624
4045,4,3,2,0,0,3,8,2013,0,98045,505657,259,752
4046,4,3,2,0,0,3,8,2014,0,98045,484259,259,465
4047,4,3,2,0,0,3,8,2014,0,98045,483453,259,514
4048,4,3,2,0,0,3,8,2013,0,98045,533112,259,823
4049,4,3,2,0,0,3,8,2014,0,98045,533380,259,621
4050,4,3,2,0,0,3,8,2013,0,98045,485000,259,725
4051,4,3,2,0,0,3,8,2012,0,98045,535365,259,648
4052,4,3,2,0,0,3,8,2009,0,98059,505000,259,521
4053,4,3,2,0,0,3,7,2007,0,98001,272000,259,368
4054,3,2,2,0,0,3,8,1910,1999,98126,840000,259,1039
4055,4,3,1,0,3,3,7,1967,0,98033,990000,258,974
4056,4,2,1,0,3,3,8,1955,0,98125,645000,258,1076
4057,4,3,1,0,0,4,9,1985,0,98072,674250,258,3253
4058,4,2,2,0,0,4,10,1978,0,98074,660000,258,920
4059,3,3,2,0,1,3,9,1990,0,98198,449900,258,764
4060,3,3,1,0,3,4,9,1948,0,98199,834500,258,558
4061,3,3,2,0,0,3,8,1979,0,98053,666000,258,2928
4062,4,3,2,0,0,3,7,1985,0,98059,439950,258,1401
4063,3,3,2,0,2,3,9,2000,0,98126,775000,258,508
4064,4,3,2,0,0,3,8,2001,0,98075,645000,258,390
4065,4,3,2,0,0,4,10,1992,0,98029,717000,258,742
4066,4,4,2,0,4,5,10,1978,0,98166,995000,258,888
4067,4,3,2,0,0,3,9,2004,0,98033,1090000,258,635
4068,3,3,2,0,1,4,8,1969,0,98075,1140000,258,3114
4069,3,3,3,0,2,3,10,1974,0,98105,1250000,258,447
4070,3,3,2,0,0,4,8,1913,0,98118,709000,258,669
4071,4,3,2,0,0,3,10,1987,0,98074,715000,258,1257
4072,4,3,1,0,1,5,8,1951,0,98004,1650000,258,1106
4073,4,2,1,0,0,3,9,1964,0,98004,870000,258,1022
4074,5,3,1,0,0,4,8,1968,0,98006,582000,258,1146
4075,4,3,2,0,0,5,7,1919,0,98116,675000,258,465
4076,3,3,2,0,0,3,9,2004,0,98058,479950,258,558
4077,4,3,2,0,3,3,9,2004,0,98065,563500,258,728
4078,4,3,2,0,0,3,8,2001,0,98053,710000,258,649
4079,5,2,1,0,0,3,8,1966,0,98052,528000,258,724
4080,3,3,2,0,2,5,8,1904,0,98103,1030000,258,372
4081,5,3,1,0,0,4,8,1967,0,98001,290000,258,897
4082,4,3,2,0,0,3,8,1989,0,98059,478000,258,678
4083,3,3,1,0,0,3,9,1993,0,98045,560000,258,3056
4084,3,4,2,0,0,3,10,1999,0,98007,815000,258,465
4085,4,3,1,0,0,3,8,1978,0,98034,505000,258,592
4086,5,3,2,0,0,4,9,1978,0,98007,830000,258,947
4087,4,3,2,0,0,3,8,2001,0,98075,690000,258,579
4088,4,3,2,0,0,3,9,2002,0,98006,739000,258,626
4089,6,2,3,0,0,4,7,1955,1964,98030,325000,258,1296
4090,4,3,2,0,0,3,7,2005,0,98042,315000,258,369
4091,4,3,2,0,0,3,8,2001,0,98053,705000,258,577
4092,4,4,2,0,0,3,9,2006,0,98133,700000,258,732
4093,3,4,2,0,0,3,8,2009,0,98019,402500,258,372
4094,4,3,2,0,0,3,9,2003,0,98059,690000,258,436
4095,3,3,2,0,0,3,9,2009,0,98034,825500,258,1112
4096,5,3,2,0,0,3,8,2014,0,98126,550000,258,862
4097,4,4,2,0,0,3,8,2014,0,98117,870000,258,288
4098,5,4,2,0,0,3,8,2005,0,98059,475000,258,333
4099,3,3,1,0,0,3,10,2006,0,98045,950000,258,25561
4100,3,3,2,0,0,3,9,2013,0,98065,594866,258,558
4101,3,3,2,0,0,3,9,2013,0,98065,625000,258,558
4102,3,3,2,0,0,5,7,1925,0,98144,317625,257,354
4103,3,4,2,0,0,3,9,2006,0,98056,461000,257,583
4104,4,3,2,0,0,3,10,1999,0,98033,1200000,257,725
4105,4,4,2,0,0,3,8,2001,0,98052,748000,257,309
4106,4,3,1,0,0,4,7,1979,0,98001,355000,257,651
4107,4,3,2,0,0,3,10,1987,0,98074,685000,257,934
4108,4,2,1,0,0,4,7,1953,0,98004,760000,257,792
4109,4,3,2,0,0,3,8,1989,0,98042,347000,257,906
4110,4,3,2,0,0,3,9,2001,0,98004,1400000,257,825
4111,2,3,2,0,0,3,8,2006,0,98053,754800,257,723
4112,3,3,1,0,1,5,8,1962,0,98033,678000,257,929
4113,4,3,2,0,0,3,8,2004,0,98053,700000,257,8299
4114,5,3,2,0,0,3,9,2002,0,98004,1310000,257,753
4115,4,3,2,0,0,4,8,1979,0,98074,652427,257,1220
4116,2,2,2,0,0,3,8,1983,0,98177,575000,257,1831
4117,4,3,1,0,0,4,8,1961,0,98003,318700,257,1777
4118,4,3,2,0,0,3,8,1993,0,98136,685000,257,558
4119,4,3,2,0,0,3,9,1997,0,98014,641000,257,5866
4120,3,3,2,0,0,3,9,1991,0,98022,475000,257,9190
4121,4,4,2,0,0,3,8,1996,0,98003,359000,257,814
4122,6,3,2,0,0,3,8,1921,0,98112,685000,257,544
4123,3,3,1,0,0,3,7,1980,2004,98038,390000,257,820
4124,4,4,2,0,0,3,8,1940,2015,98133,285000,257,976
4125,3,3,2,0,0,3,8,1938,0,98155,470000,257,5084
4126,4,4,2,0,0,3,9,2002,0,98074,820000,257,748
4127,4,3,2,0,0,3,9,2004,0,98075,700000,257,528
4128,3,3,2,0,0,3,9,1987,0,98053,715000,257,3674
4129,3,3,2,0,0,3,10,1982,0,98177,675000,257,1476
4130,4,3,2,0,0,4,9,1979,0,98027,825000,257,868
4131,4,3,2,0,0,3,8,1974,0,98040,890000,257,1255
4132,5,4,2,0,0,3,9,1985,0,98006,804000,257,865
4133,5,3,1,0,0,3,7,1965,0,98106,402000,257,708
4134,4,3,2,0,0,3,9,2004,0,98058,438800,257,412
4135,3,3,2,0,2,3,9,1992,0,98008,749950,257,1001
4136,3,2,1,0,0,4,8,1978,0,98027,492000,257,3711
4137,4,3,2,0,0,3,9,1989,0,98029,675750,257,955
4138,3,2,2,0,0,3,9,2004,0,98045,472000,257,8299
4139,4,3,2,0,0,4,9,1986,0,98027,910000,257,911
4140,4,3,2,0,1,3,9,2013,0,98136,950000,257,494
4141,3,3,2,0,3,3,8,1957,2000,98056,679000,257,869
4142,4,3,2,0,0,4,9,1989,0,98077,685000,257,4230
4143,4,3,2,0,0,4,9,1987,0,98007,907500,257,803
4144,3,3,2,0,0,3,10,1991,0,98006,860000,257,849
4145,4,4,2,0,0,3,8,1967,0,98033,550000,257,2243
4146,4,3,2,0,0,3,7,2001,0,98053,650000,257,522
4147,3,2,1,0,0,3,8,1976,0,98006,750000,257,1416
4148,3,3,2,0,0,3,8,1985,0,98072,653000,257,5367
4149,2,3,1,0,3,4,8,1969,0,98070,645000,257,1104
4150,4,3,2,0,0,3,9,1991,0,98045,533300,257,2027
4151,3,3,1,0,0,4,8,1959,0,98199,1080000,257,539
4152,4,3,2,0,0,4,9,1988,0,98029,711000,257,886
4153,5,3,1,0,0,3,7,1979,0,98168,283450,257,568
4154,6,4,1,0,0,3,8,1969,0,98107,890000,257,465
4155,2,3,2,0,0,5,8,1984,0,98074,505000,257,1004
4156,4,3,2,0,0,3,9,2014,0,98109,1110000,257,246
4157,4,3,2,0,0,3,8,2014,0,98178,572000,257,358
4158,4,3,2,0,0,3,10,1999,0,98075,686000,257,599
4159,5,3,2,0,0,4,9,1978,0,98059,380000,257,1054
4160,5,3,2,0,0,3,9,2005,0,98059,682000,257,465
4161,4,2,2,0,0,4,8,1978,0,98155,500000,257,2568
4162,3,3,2,0,3,3,10,1991,0,98028,830000,257,1049
4163,4,3,1,0,0,4,8,1974,0,98028,550000,257,1219
4164,5,3,1,0,0,3,7,1958,0,98126,600000,257,590
4165,3,3,1,0,0,3,8,1969,0,98058,336000,257,944
4166,4,3,2,0,0,3,7,2001,0,98056,424950,257,517
4167,4,4,2,0,2,3,8,1926,2014,98126,765000,257,372
4168,4,2,1,0,0,4,9,1979,0,98042,459950,257,1995
4169,4,3,2,0,2,4,8,1940,0,98177,614000,257,758
4170,3,4,2,0,2,3,9,1991,0,98031,375000,257,597
4171,3,4,2,0,0,3,9,2004,0,98119,952000,257,418
4172,4,3,2,0,0,4,9,1989,0,98075,745000,257,1217
4173,5,3,2,0,0,3,8,1926,2014,98122,575000,257,372
4174,5,3,1,0,0,3,7,1979,0,98072,480000,257,669
4175,4,4,2,0,2,3,9,1955,2005,98117,1100000,257,468
4176,4,3,2,0,0,3,9,1999,0,98056,602500,257,637
4177,4,3,2,0,0,5,7,1942,0,98115,760000,257,558
4178,3,3,2,0,0,3,9,2002,0,98056,545000,257,1615
4179,5,2,1,0,0,3,8,1968,0,98155,495000,257,1683
4180,4,3,2,0,1,4,9,1938,0,98105,1340000,257,456
4181,3,3,2,0,0,3,9,1990,0,98058,500000,257,3269
4182,4,3,2,0,0,3,7,1910,2003,98144,600000,257,483
4183,3,3,1,0,2,3,8,1956,0,98115,800000,257,880
4184,5,2,1,0,0,5,7,1964,0,98118,399950,257,597
4185,3,3,1,0,0,4,8,1967,0,98040,821000,257,788
4186,4,3,1,0,0,3,8,1997,0,98042,369950,257,700
4187,4,3,2,0,0,3,8,1993,0,98112,799500,257,534
4188,5,3,1,0,0,4,8,1960,0,98125,378000,257,745
4189,4,3,1,0,0,3,7,1978,0,98034,492500,257,1701
4190,4,3,2,0,0,4,9,1976,0,98074,675000,257,1125
4191,3,2,1,0,0,3,7,1960,0,98007,465000,257,849
4192,4,3,2,0,0,5,7,1928,0,98107,734200,257,465
4193,3,3,2,0,0,5,10,1978,0,98005,1190000,257,3805
4194,4,3,2,0,0,3,7,2001,0,98056,445000,257,795
4195,4,3,2,0,0,3,10,2014,0,98075,847093,257,527
4196,5,3,2,0,0,3,8,2006,0,98108,300000,257,558
4197,4,4,2,0,0,3,8,2014,0,98056,641000,257,381
4198,5,4,3,0,0,3,8,2013,0,98056,424950,257,359
4199,3,3,2,0,0,3,10,2014,0,98075,834538,257,575
4200,5,4,3,0,0,3,8,2013,0,98056,424950,257,357
4201,4,3,2,0,0,3,8,2001,0,98019,545000,256,1079
4202,4,3,2,0,0,3,7,2003,0,98053,625250,256,449
4203,3,3,1,1,2,5,9,1953,0,98070,1350000,256,6041
4204,4,2,2,0,0,5,7,1916,0,98125,571000,256,726
4205,4,3,2,0,0,3,8,1914,1992,98004,1450000,256,1653
4206,6,2,2,0,0,4,8,1973,0,98052,750000,256,889
4207,5,3,2,0,0,5,9,1910,0,98112,915000,256,519
4208,4,3,2,0,0,3,9,1989,0,98075,763776,256,1500
4209,4,3,2,0,0,3,7,2003,0,98038,418000,256,787
4210,4,3,1,0,0,4,8,1948,0,98118,635000,256,574
4211,4,3,1,0,0,3,8,1978,0,98155,615000,256,1436
4212,4,3,1,0,3,3,9,1981,0,98198,604700,256,1392
4213,5,3,2,0,0,3,8,1904,1994,98103,980000,256,558
4214,4,3,2,0,0,3,9,1905,2005,98103,1030000,256,446
4215,3,3,2,0,0,3,9,1993,0,98077,625000,256,3253
4216,4,3,2,0,0,3,9,2005,0,98038,419900,256,536
4217,4,3,1,0,0,5,8,1966,0,98177,710000,256,697
4218,4,3,2,0,0,3,9,2002,0,98092,360000,256,582
4219,3,3,1,0,3,3,8,1967,0,98006,895000,256,929
4220,5,3,2,0,0,5,7,1926,0,98115,525000,256,353
4221,5,3,2,0,0,5,7,1926,0,98115,840000,256,353
4222,4,3,2,0,0,3,10,1991,0,98006,812500,256,944
4223,4,3,2,0,0,3,10,1999,0,98007,1050000,256,925
4224,3,3,2,0,0,3,9,1989,0,98038,375000,256,3448
4225,3,3,2,0,0,4,9,1981,0,98033,739000,256,1487
4226,4,3,1,0,3,4,8,1948,0,98146,725000,256,1296
4227,5,3,2,0,0,3,8,1987,0,98031,357000,256,1148
4228,3,3,2,0,0,3,7,1981,0,98014,510000,256,20404
4229,6,5,2,0,0,3,8,1987,0,98103,869900,256,409
4230,3,3,1,0,2,5,9,1978,0,98006,950000,256,1676
4231,4,2,1,0,0,2,7,1958,0,98055,550000,256,11943
4232,5,4,2,0,1,3,7,1937,1997,98033,750000,256,697
4233,3,3,1,1,4,5,7,1959,0,98074,1650000,256,576
4234,3,3,2,0,0,3,9,2000,0,98070,819000,256,21051
4235,4,2,2,0,0,3,8,1901,1987,98119,865000,256,514
4236,4,3,2,0,0,3,10,1998,0,98075,730000,256,962
4237,4,3,2,0,0,3,8,1994,0,98019,535000,256,1403
4238,5,3,1,0,0,4,7,1957,0,98008,795000,256,929
4239,3,3,2,0,0,3,9,1994,0,98045,556000,256,3294
4240,4,2,1,0,0,3,8,2008,0,98055,333000,256,837
4241,4,3,2,0,0,3,8,2011,0,98019,430000,256,669
4242,4,3,2,0,0,3,9,2014,0,98059,627000,256,1099
4243,4,3,2,0,0,3,9,2012,0,98038,395000,256,740
4244,6,3,2,0,0,3,7,2006,0,98002,300000,255,922
4245,3,3,2,0,0,3,9,1990,0,98023,363000,255,1103
4246,4,3,2,0,0,3,9,1993,0,98077,630000,255,4006
4247,4,3,2,0,0,3,8,1993,0,98074,651000,255,664
4248,6,4,1,0,2,3,7,1962,0,98144,585444,255,643
4249,4,3,2,0,0,3,9,2009,0,98033,706000,255,704
4250,5,3,2,0,0,5,7,1925,0,98115,605000,255,522
4251,4,3,1,0,0,3,8,1980,0,98058,385000,255,1015
4252,4,3,2,0,3,4,8,1947,0,98125,775000,255,576
4253,5,2,1,0,0,4,7,1945,0,98144,470000,255,892
4254,4,3,1,0,2,3,8,1961,0,98177,625000,255,892
4255,5,2,2,0,0,3,7,1962,0,98155,407500,255,765
4256,3,3,2,0,2,3,10,1913,1992,98112,1160000,255,551
4257,4,3,2,0,0,3,9,1989,0,98029,648000,255,926
4258,3,3,2,0,0,3,9,1998,0,98058,441000,255,736
4259,4,3,1,0,0,3,8,1992,0,98133,525000,255,1125
4260,4,3,2,0,0,3,9,2006,0,98038,438900,255,530
4261,5,3,1,0,0,4,8,1960,0,98006,541125,255,783
4262,4,3,1,0,2,5,10,1953,0,98125,1040000,255,1054
4263,5,3,2,0,0,3,7,1990,0,98031,386000,255,1154
4264,5,3,2,0,0,3,8,2005,0,98031,378800,255,502
4265,3,4,2,0,0,3,9,2001,0,98034,660000,255,352
4266,4,3,2,0,2,3,8,1993,0,98022,315000,255,781
4267,3,3,2,0,0,3,9,1991,0,98042,409000,255,852
4268,4,3,2,0,0,4,10,1990,0,98075,725000,255,1199
4269,3,3,2,0,4,3,9,1973,0,98032,400000,255,7732
4270,4,2,1,0,2,3,8,1954,0,98118,657000,255,792
4271,4,2,1,0,0,4,8,1937,0,98199,779000,255,457
4272,4,4,2,0,0,3,9,2003,0,98027,689900,255,675
4273,4,3,2,0,0,3,9,1997,0,98074,672800,255,979
4274,3,3,2,0,1,4,10,1977,0,98040,699000,255,1715
4275,5,3,2,0,0,3,8,2005,0,98031,370000,255,507
4276,4,3,2,0,0,3,9,1999,0,98074,690000,255,755
4277,3,3,2,0,0,4,7,1964,0,98168,259000,255,742
4278,4,4,3,0,0,3,9,2004,0,98103,705000,255,496
4279,4,3,2,0,0,3,9,1984,0,98039,1230000,255,1488
4280,3,2,2,0,4,3,10,1988,0,98001,535000,255,2184
4281,4,2,2,0,0,5,9,1905,0,98109,1110000,255,372
4282,6,2,1,0,3,3,8,1953,0,98146,675000,255,591
4283,4,2,1,0,0,3,7,1972,0,98168,350000,255,937
4284,4,3,2,0,0,3,9,1993,0,98042,476000,255,3082
4285,3,3,2,0,0,3,9,1994,0,98058,568000,255,2091
4286,4,3,2,0,0,3,8,1995,0,98077,483500,255,4250
4287,4,3,2,0,0,3,8,2003,0,98072,495000,255,261
4288,4,3,2,0,0,4,8,1991,0,98074,730000,255,1113
4289,5,4,1,0,0,5,7,1977,0,98011,515000,255,895
4290,4,3,2,0,0,3,9,2012,0,98107,1070000,255,465
4291,3,2,1,0,2,3,9,1999,0,98045,850000,255,9473
4292,4,4,2,0,0,4,9,1990,0,98042,415000,255,767
4293,4,3,2,0,0,4,9,1990,0,98031,395000,255,775
4294,3,3,2,0,0,3,9,2004,0,98052,675000,255,533
4295,4,3,2,0,0,3,7,1991,0,98027,549000,255,8218
4296,5,2,1,0,0,4,7,1959,0,98117,510000,255,357
4297,4,3,2,0,0,3,10,2015,0,98056,530000,255,732
4298,5,4,2,0,0,3,8,2014,0,98023,395950,254,561
4299,4,4,2,0,0,5,8,1974,0,98070,520000,254,19535
4300,5,3,1,0,2,4,8,1975,0,98003,480000,254,883
4301,6,5,2,0,0,3,7,2009,0,98002,343000,254,711
4302,5,3,2,0,0,3,8,1927,0,98105,920000,254,558
4303,4,3,2,0,0,3,7,2006,0,98065,507000,254,711
4304,4,3,2,0,0,3,7,2005,0,98038,374950,254,435
4305,4,3,2,0,0,4,8,1987,0,98058,435000,254,698
4306,4,3,2,0,2,3,9,1996,0,98074,780000,254,955
4307,3,2,3,0,3,3,9,1976,0,98166,565000,254,1457
4308,3,3,2,0,2,3,8,1978,0,98034,570000,254,1109
4309,4,3,2,0,0,3,9,1991,0,98006,756000,254,999
4310,3,3,2,0,0,3,9,1998,0,98023,350000,254,685
4311,3,3,2,1,4,3,9,1963,2001,98146,1340000,254,3612
4312,4,3,2,0,0,3,9,1986,0,98052,760000,254,3363
4313,4,3,2,0,0,3,8,2003,0,98072,565000,254,637
4314,3,3,2,0,0,3,9,1998,0,98005,1000000,254,542
4315,4,3,2,0,0,3,8,1921,2007,98115,885000,254,331
4316,4,3,2,0,0,3,8,2001,0,98075,712000,254,408
4317,2,2,1,0,0,4,8,1976,0,98019,460000,254,1847
4318,5,3,2,0,0,3,8,2015,0,98072,614285,254,595
4319,4,3,1,0,0,3,8,1979,0,98072,575000,254,3260
4320,4,3,2,0,0,3,9,1991,0,98011,612500,254,1139
4321,4,3,1,0,2,3,9,1996,0,98198,510000,254,847
4322,4,3,2,0,0,3,8,1977,0,98075,500000,254,3262
4323,2,3,2,0,0,3,9,1998,0,98056,535000,254,673
4324,3,3,2,0,0,3,9,1990,0,98074,678000,254,992
4325,5,4,1,0,0,3,8,1989,0,98027,542500,254,3950
4326,4,3,2,0,1,3,9,2009,0,98199,905000,254,397
4327,4,3,1,0,0,5,7,1955,0,98116,770000,254,465
4328,6,3,1,0,0,3,8,1962,0,98107,733000,254,465
4329,4,2,1,0,0,4,8,1998,0,98155,505000,254,1115
4330,5,3,1,0,0,3,7,1968,1992,98075,599000,254,2098
4331,4,4,1,0,0,5,9,1948,0,98199,1030000,254,521
4332,5,2,1,0,0,5,7,1962,0,98058,310000,254,683
4333,4,3,2,0,0,5,8,1909,0,98119,980000,254,446
4334,3,3,2,0,2,3,9,1992,0,98011,632000,254,699
4335,5,3,1,0,0,3,8,2014,0,98155,559950,254,885
4336,3,3,2,0,0,3,10,1995,0,98075,770000,254,1058
4337,3,4,2,0,1,3,10,1984,0,98052,981000,254,891
4338,5,3,1,0,0,3,8,1979,0,98178,440000,254,558
4339,5,3,1,0,0,5,7,1958,0,98028,545000,254,1602
4340,4,3,2,0,0,3,8,2006,0,98002,319500,254,461
4341,4,4,2,0,0,3,8,2011,0,98019,489500,254,530
4342,3,3,1,0,0,3,7,1975,0,98030,345000,254,872
4343,4,4,2,0,0,3,8,2006,0,98116,769900,254,283
4344,4,3,2,0,0,3,7,2009,0,98059,440000,254,421
4345,5,3,2,0,0,3,8,2014,0,98059,565997,254,541
4346,4,3,2,0,0,3,9,2008,0,98126,649000,254,450
4347,3,3,2,0,0,3,8,2012,0,98198,510000,254,663
4348,4,3,2,0,0,3,8,2008,0,98133,620000,254,861
4349,4,4,1,0,0,3,9,2007,0,98059,625000,254,5020
4350,4,3,2,0,0,3,10,1989,0,98004,975000,253,1027
4351,4,3,2,0,0,3,9,1992,0,98030,370000,253,805
4352,5,3,1,0,0,4,7,1958,0,98008,530000,253,818
4353,3,3,2,0,0,3,9,2005,0,98065,619000,253,598
4354,4,3,2,0,0,3,8,1975,2007,98053,850000,253,17084
4355,4,3,1,0,0,5,9,1957,0,98040,940000,253,1091
4356,3,3,2,0,0,3,9,1990,0,98031,372400,253,1109
4357,4,2,1,0,0,3,8,1952,0,98115,599950,253,726
4358,5,3,2,0,0,4,8,1913,0,98107,752500,253,435
4359,4,3,2,0,2,5,8,1928,0,98117,1060000,253,372
4360,4,3,2,0,2,3,10,1981,0,98006,975000,253,972
4361,4,3,2,0,0,3,9,2003,0,98092,408500,253,655
4362,3,3,1,0,0,3,8,1985,0,98038,550000,253,5791
4363,4,3,1,0,1,5,9,1963,0,98040,1280000,253,1529
4364,2,3,1,0,1,4,8,1936,0,98199,875000,253,457
4365,4,3,2,0,0,3,9,1989,0,98023,368000,253,683
4366,5,4,2,0,0,3,8,1993,0,98115,690000,253,706
4367,4,4,2,0,0,3,8,1999,0,98055,365000,253,630
4368,4,3,2,0,0,3,8,1985,0,98072,680000,253,5023
4369,4,3,2,0,0,3,8,1920,2009,98107,860000,253,357
4370,4,3,2,0,0,3,10,1987,0,98074,665000,253,929
4371,4,2,2,0,3,3,8,1976,0,98003,560000,253,820
4372,4,3,1,0,0,3,8,1969,0,98007,549950,253,1255
4373,4,3,1,0,0,4,7,1955,0,98136,710000,253,743
4374,4,3,1,0,0,4,8,1987,0,98058,348000,253,715
4375,3,3,3,0,2,3,8,1986,0,98042,455000,253,2910
4376,5,3,2,0,0,4,7,1939,0,98117,580000,253,465
4377,3,2,2,0,0,3,9,1988,0,98014,535000,253,13886
4378,3,3,2,0,0,3,7,2002,0,98092,299900,253,559
4379,4,3,2,0,0,3,9,1989,0,98074,594950,253,930
4380,3,3,2,0,0,3,9,1988,0,98052,835000,253,1220
4381,4,3,1,0,0,4,8,1979,0,98075,645000,253,1700
4382,2,3,2,1,4,3,7,1990,0,98166,985000,253,2487
4383,4,3,2,0,0,4,8,1977,0,98059,485000,253,4777
4384,5,3,1,0,4,4,7,1968,0,98092,456000,253,17975
4385,4,3,1,0,0,3,8,2008,0,98146,469950,253,597
4386,2,3,1,0,3,3,10,1953,0,98118,1440000,253,1546
4387,4,3,2,0,0,5,8,1928,0,98105,1020000,253,446
4388,4,3,2,0,0,4,9,1976,0,98006,840000,253,810
4389,4,4,2,0,0,3,9,2014,0,98136,790000,253,279
4390,5,3,2,0,0,4,8,1969,0,98059,436000,253,916
4391,4,2,2,0,0,3,10,1994,0,98077,632500,253,3463
4392,5,4,2,0,0,3,9,1988,0,98052,740000,253,1064
4393,3,2,2,0,0,4,7,1925,0,98105,685000,253,439
4394,3,3,2,0,0,3,8,2002,0,98059,420000,253,801
4395,4,3,1,0,0,5,7,1966,0,98075,620000,253,3206
4396,4,3,2,0,0,5,8,1919,0,98115,739000,253,353
4397,4,4,2,0,0,3,8,1997,0,98125,709050,253,836
4398,3,3,2,0,0,3,8,2001,0,98001,460000,253,3793
4399,3,3,2,0,0,3,9,1990,0,98033,910000,253,674
4400,5,3,1,0,0,3,7,1970,0,98108,429000,253,755
4401,3,3,2,0,0,3,11,1997,0,98027,873000,253,5060
4402,4,4,2,0,1,3,10,2014,0,98118,846000,253,372
4403,4,3,2,0,0,3,9,2006,0,98133,635000,253,743
4404,4,3,2,0,0,3,9,2005,0,98028,594000,253,429
4405,4,3,2,0,0,3,8,2012,0,98065,545000,253,440
4406,4,3,2,0,0,3,9,2008,0,98133,560000,253,704
4407,4,3,2,0,0,3,8,2015,0,98056,455950,253,536
4408,4,3,2,0,0,3,8,2006,0,98092,388500,253,576
4409,4,3,2,0,0,3,8,2005,0,98001,338500,253,419
4410,4,3,2,0,0,3,9,2014,0,98030,452000,252,730
4411,3,3,2,0,0,3,9,2005,0,98001,465000,252,1667
4412,4,3,2,0,0,3,9,2014,0,98031,485230,252,1167
4413,4,3,2,0,0,3,9,1998,0,98092,370000,252,546
4414,4,3,1,0,0,3,8,1968,0,98155,535000,252,1128
4415,4,3,2,0,0,3,9,1989,0,98038,482000,252,3333
4416,4,3,2,0,0,3,9,1995,0,98045,535000,252,4272
4417,5,3,1,0,0,3,8,1959,0,98004,1190000,252,1393
4418,4,3,3,0,0,4,10,1990,0,98122,865000,252,378
4419,4,3,2,0,0,3,9,1999,0,98074,668500,252,511
4420,4,4,2,0,0,3,10,2007,0,98029,690000,252,200
4421,4,3,1,0,0,4,7,1962,0,98001,359000,252,2125
4422,5,3,1,0,0,5,9,1959,0,98005,830000,252,1840
4423,4,3,2,0,2,3,9,1992,0,98045,600000,252,3254
4424,4,4,2,0,0,4,8,1968,0,98155,502700,252,1303
4425,3,3,2,0,4,3,9,1975,0,98177,1430000,252,855
4426,4,3,1,0,0,4,7,1967,0,98030,258000,252,669
4427,4,3,2,0,0,3,9,1988,0,98077,623000,252,4558
4428,4,3,2,0,0,4,8,1995,0,98075,710000,252,3886
4429,3,3,1,0,0,3,10,1959,0,98105,1250000,252,1219
4430,4,3,2,0,0,3,8,1994,0,98038,399900,252,755
4431,3,2,2,0,0,3,6,1951,0,98126,260000,252,465
4432,3,3,2,0,0,3,7,2003,0,98092,275000,252,533
4433,5,3,1,0,2,3,8,1953,0,98199,951250,252,765
4434,4,2,1,0,0,4,9,1976,0,98006,925000,252,1059
4435,4,3,2,0,0,4,8,1977,0,98077,591000,252,3548
4436,3,2,2,0,0,3,7,1980,0,98053,442500,252,4407
4437,5,3,1,0,0,3,7,1955,0,98011,495200,252,2056
4438,4,3,3,0,0,3,9,2006,0,98022,570000,252,20242
4439,4,4,2,0,0,4,8,1997,0,98108,539500,252,532
4440,5,3,2,0,0,3,7,1919,2014,98115,925000,252,390
4441,3,3,1,0,4,3,9,1956,0,98177,999000,252,2165
4442,4,2,1,0,0,4,7,1919,0,98115,656500,252,441
4443,4,3,2,0,0,3,9,2003,0,98059,560000,252,612
4444,4,3,2,0,0,3,9,1997,0,98058,455000,252,609
4445,3,2,1,0,0,4,7,1965,0,98001,278000,252,845
4446,4,3,2,0,0,3,9,2000,0,98027,630000,252,3464
4447,4,3,2,0,0,3,8,2004,0,98065,600000,252,602
4448,3,3,2,0,0,3,9,1998,0,98056,564450,252,574
4449,5,4,3,0,0,3,10,1974,2008,98119,1200000,252,260
4450,3,2,2,0,0,4,8,1929,0,98115,805000,252,418
4451,3,1,2,0,3,4,7,1950,0,98166,410000,252,1766
4452,3,3,2,0,2,3,10,1978,0,98034,740000,252,1717
4453,4,2,1,0,0,3,8,1961,0,98126,624000,252,857
4454,5,4,2,0,0,3,8,2013,0,98027,715000,252,219
4455,5,3,2,0,0,3,8,2014,0,98038,419354,252,418
4456,3,4,2,0,0,3,8,2005,0,98027,615000,252,309
4457,5,3,2,0,0,3,8,2014,0,98038,450000,252,578
4458,3,4,2,0,0,3,8,2006,0,98027,600000,252,306
4459,4,3,2,0,0,3,7,2009,0,98065,544999,252,645
4460,5,3,2,0,0,3,8,2014,0,98038,430760,252,435
4461,5,3,2,0,0,3,8,2014,0,98059,515805,252,384
4462,4,3,2,0,0,3,7,2011,0,98065,540000,252,859
4463,3,4,2,0,0,3,8,2005,0,98027,627000,252,323
4464,4,3,2,0,0,3,9,2014,0,98092,436952,252,443
4465,4,3,2,0,0,3,9,2014,0,98092,399895,251,418
4466,4,3,2,0,0,3,7,2013,0,98092,270000,251,541
